1165,KBE,UPCOM,listed,2026-08-28 12:41:00.214924+00
1086,KCE,UPCOM,listed,2026-08-28 12:41:00.214924+00
1711,KDF,UPCOM,listed,2026-08-28 12:41:00.214924+00
1389,KGU,UPCOM,listed,2026-08-28 12:41:00.214924+00
975,KHA,UPCOM,listed,2026-08-28 12:41:00.214924+00
901,KHB,UPCOM,listed,2026-08-28 12:41:00.214924+00
854,KHL,UPCOM,listed,2026-08-28 12:41:00.214924+00
1266,KLF,UPCOM,listed,2026-08-28 12:41:00.214924+00
1213,KLM,UPCOM,listed,2026-08-28 12:41:00.214924+00
216,KLS,HNX,listed,2026-08-28 12:41:00.214924+00
186,KMF,HNX,listed,2026-08-28 12:41:00.214924+00
1287,KPC,UPCOM,listed,2026-08-28 12:41:00.214924+00
930,KSA,UPCOM,listed,2026-08-28 12:41:00.214924+00
1164,KSC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1871,KSE,UPCOM,listed,2026-08-28 12:41:00.214924+00
1016,KSH,UPCOM,listed,2026-08-28 12:41:00.214924+00
1365,KSK,UPCOM,listed,2026-08-28 12:41:00.214924+00
1015,KSS,UPCOM,listed,2026-08-28 12:41:00.214924+00
929,KTB,UPCOM,listed,2026-08-28 12:41:00.214924+00
1696,KTU,UPCOM,listed,2026-08-28 12:41:00.214924+00
1543,KTW,UPCOM,listed,2026-08-28 12:41:00.214924+00
1508,KWA,UPCOM,listed,2026-08-28 12:41:00.214924+00
900,L44,UPCOM,listed,2026-08-28 12:41:00.214924+00
1755,LBC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1147,LCC,UPCOM,listed,2026-08-28 12:41:00.214924+00
921,LCS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1462,LCW,UPCOM,listed,2026-08-28 12:41:00.214924+00
1650,LDU,UPCOM,listed,2026-08-28 12:41:00.214924+00
1244,LGM,UPCOM,listed,2026-08-28 12:41:00.214924+00
1617,LIF,UPCOM,listed,2026-08-28 12:41:00.214924+00
1869,LTG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1906,LWS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1660,LYF,UPCOM,listed,2026-08-28 12:41:00.214924+00
269,M26,HNX,listed,2026-08-28 12:41:00.214924+00
1535,MAI,UPCOM,listed,2026-08-28 12:41:00.214924+00
1441,MC3,UPCOM,listed,2026-08-28 12:41:00.214924+00
1510,MCD,UPCOM,listed,2026-08-28 12:41:00.214924+00
1324,MCI,UPCOM,listed,2026-08-28 12:41:00.214924+00
1948,MCT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1605,MDN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1844,MDT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1595,MEG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1509,MEY,UPCOM,listed,2026-08-28 12:41:00.214924+00
1670,MHP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1674,MHY,UPCOM,listed,2026-08-28 12:41:00.214924+00
1102,MIM,UPCOM,listed,2026-08-28 12:41:00.214924+00
1485,MKT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1879,MLN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1068,MMC,UPCOM,listed,2026-08-28 12:41:00.214924+00
184,MNC,HNX,listed,2026-08-28 12:41:00.214924+00
336,MSC,HNX,listed,2026-08-28 12:41:00.214924+00
1628,MT9,UPCOM,listed,2026-08-28 12:41:00.214924+00
967,MTC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1219,MTM,UPCOM,listed,2026-08-28 12:41:00.214924+00
817,MTX,UPCOM,listed,2026-08-28 12:41:00.214924+00
1249,MVY,UPCOM,listed,2026-08-28 12:41:00.214924+00
1552,MXC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1456,NBR,UPCOM,listed,2026-08-28 12:41:00.214924+00
1370,NBS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1497,NCP,UPCOM,listed,2026-08-28 12:41:00.214924+00
833,NEM,UPCOM,listed,2026-08-28 12:41:00.214924+00
1126,NHN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1210,NHP,UPCOM,listed,2026-08-28 12:41:00.214924+00
460,NHS,HOSE,listed,2026-08-28 12:41:00.214924+00
544,NKD,HOSE,listed,2026-08-28 12:41:00.214924+00
84,NLC,HNX,listed,2026-08-28 12:41:00.214924+00
1355,NMK,UPCOM,listed,2026-08-28 12:41:00.214924+00
1427,NNB,UPCOM,listed,2026-08-28 12:41:00.214924+00
1184,NNG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1662,NNQ,UPCOM,listed,2026-08-28 12:41:00.214924+00
1303,NPH,UPCOM,listed,2026-08-28 12:41:00.214924+00
919,NPS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1966,NQT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1982,NS2,UPCOM,listed,2026-08-28 12:41:00.214924+00
1953,NS3,UPCOM,listed,2026-08-28 12:41:00.214924+00
1026,NTB,UPCOM,listed,2026-08-28 12:41:00.214924+00
1461,NTR,UPCOM,listed,2026-08-28 12:41:00.214924+00
1817,PBK,UPCOM,listed,2026-08-28 12:41:00.214924+00
1302,PCN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1576,PDT,UPCOM,listed,2026-08-28 12:41:00.214924+00
953,PEC,UPCOM,listed,2026-08-28 12:41:00.214924+00
458,PHT,HOSE,listed,2026-08-28 12:41:00.214924+00
1405,PKR,UPCOM,listed,2026-08-28 12:41:00.214924+00
760,PME,HOSE,listed,2026-08-28 12:41:00.214924+00
1048,PPG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1525,PPV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1099,PSG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1278,PTK,UPCOM,listed,2026-08-28 12:41:00.214924+00
824,PTN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1097,PVA,UPCOM,listed,2026-08-28 12:41:00.214924+00
456,PVF,HOSE,listed,2026-08-28 12:41:00.214924+00
868,PX1,UPCOM,listed,2026-08-28 12:41:00.214924+00
1239,PXC,UPCOM,listed,2026-08-28 12:41:00.214924+00
265,PXK,HNX,listed,2026-08-28 12:41:00.214924+00
1493,PYU,UPCOM,listed,2026-08-28 12:41:00.214924+00
1426,QBR,UPCOM,listed,2026-08-28 12:41:00.214924+00
1765,QLD,UPCOM,listed,2026-08-28 12:41:00.214924+00
1917,QLT,UPCOM,listed,2026-08-28 12:41:00.214924+00
972,RDP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1925,RGC,UPCOM,listed,2026-08-28 12:41:00.214924+00
227,RHC,HNX,listed,2026-08-28 12:41:00.214924+00
1399,RHN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1943,RLC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1424,ROS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1388,RTH,UPCOM,listed,2026-08-28 12:41:00.214924+00
1429,RTS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1398,RVN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1030,S27,UPCOM,listed,2026-08-28 12:41:00.214924+00
950,S33,UPCOM,listed,2026-08-28 12:41:00.214924+00
80,S64,HNX,listed,2026-08-28 12:41:00.214924+00
226,S91,HNX,listed,2026-08-28 12:41:00.214924+00
895,S96,UPCOM,listed,2026-08-28 12:41:00.214924+00
1537,SAD,UPCOM,listed,2026-08-28 12:41:00.214924+00
894,SAP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1565,SCA,UPCOM,listed,2026-08-28 12:41:00.214924+00
1963,SCH,UPCOM,listed,2026-08-28 12:41:00.214924+00
1558,SCV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1747,SCY,UPCOM,listed,2026-08-28 12:41:00.214924+00
1084,SD1,UPCOM,listed,2026-08-28 12:41:00.214924+00
1044,SDB,UPCOM,listed,2026-08-28 12:41:00.214924+00
891,SDE,UPCOM,listed,2026-08-28 12:41:00.214924+00
1215,SDF,UPCOM,listed,2026-08-28 12:41:00.214924+00
1082,SDH,UPCOM,listed,2026-08-28 12:41:00.214924+00
866,SDI,UPCOM,listed,2026-08-28 12:41:00.214924+00
890,SDJ,UPCOM,listed,2026-08-28 12:41:00.214924+00
1178,SDX,UPCOM,listed,2026-08-28 12:41:00.214924+00
400,SEC,HOSE,listed,2026-08-28 12:41:00.214924+00
121,SEL,HNX,listed,2026-08-28 12:41:00.214924+00
1230,SFT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1490,SGO,UPCOM,listed,2026-08-28 12:41:00.214924+00
1659,SGV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1208,SHG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1491,SHX,UPCOM,listed,2026-08-28 12:41:00.214924+00
78,SIC,HNX,listed,2026-08-28 12:41:00.214924+00
1081,SJC,UPCOM,listed,2026-08-28 12:41:00.214924+00
179,SKS,HNX,listed,2026-08-28 12:41:00.214924+00
1298,SLC,UPCOM,listed,2026-08-28 12:41:00.214924+00
208,SNG,HNX,listed,2026-08-28 12:41:00.214924+00
1790,SON,UPCOM,listed,2026-08-28 12:41:00.214924+00
1671,SOV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1390,SPA,UPCOM,listed,2026-08-28 12:41:00.214924+00
1043,SPP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1487,SPS,UPCOM,listed,2026-08-28 12:41:00.214924+00
1080,SQC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1466,SRT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1621,SSE,UPCOM,listed,2026-08-28 12:41:00.214924+00
1122,SSF,UPCOM,listed,2026-08-28 12:41:00.214924+00
1257,SSN,UPCOM,listed,2026-08-28 12:41:00.214924+00
118,SSS,HNX,listed,2026-08-28 12:41:00.214924+00
1824,SST,UPCOM,listed,2026-08-28 12:41:00.214924+00
1978,SSU,UPCOM,listed,2026-08-28 12:41:00.214924+00
1094,STL,UPCOM,listed,2026-08-28 12:41:00.214924+00
877,STU,UPCOM,listed,2026-08-28 12:41:00.214924+00
1133,STV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1750,SUM,UPCOM,listed,2026-08-28 12:41:00.214924+00
625,SVI,HOSE,listed,2026-08-28 12:41:00.214924+00
1712,SVL,UPCOM,listed,2026-08-28 12:41:00.214924+00
178,SVS,HNX,listed,2026-08-28 12:41:00.214924+00
1899,T12,UPCOM,listed,2026-08-28 12:41:00.214924+00
1789,TA3,UPCOM,listed,2026-08-28 12:41:00.214924+00
532,TAC,HOSE,listed,2026-08-28 12:41:00.214924+00
862,TAG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1648,TAN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1439,TAP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1404,TB8,UPCOM,listed,2026-08-28 12:41:00.214924+00
1652,TBH,UPCOM,listed,2026-08-28 12:41:00.214924+00
1742,TBN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1145,TBT,UPCOM,listed,2026-08-28 12:41:00.214924+00
48,TBX,HNX,listed,2026-08-28 12:41:00.214924+00
76,TC6,HNX,listed,2026-08-28 12:41:00.214924+00
177,TCS,HNX,listed,2026-08-28 12:41:00.214924+00
1561,TDI,UPCOM,listed,2026-08-28 12:41:00.214924+00
1293,TDL,UPCOM,listed,2026-08-28 12:41:00.214924+00
224,TDN,HNX,listed,2026-08-28 12:41:00.214924+00
1269,TEC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1855,TEL,UPCOM,listed,2026-08-28 12:41:00.214924+00
782,THI,HOSE,listed,2026-08-28 12:41:00.214924+00
1913,THO,UPCOM,listed,2026-08-28 12:41:00.214924+00
1376,THR,UPCOM,listed,2026-08-28 12:41:00.214924+00
392,TIC,HOSE,listed,2026-08-28 12:41:00.214924+00
1041,TKC,UPCOM,listed,2026-08-28 12:41:00.214924+00
1637,TKG,UPCOM,listed,2026-08-28 12:41:00.214924+00
1588,TLI,UPCOM,listed,2026-08-28 12:41:00.214924+00
1108,TLT,UPCOM,listed,2026-08-28 12:41:00.214924+00
1502,TND,UPCOM,listed,2026-08-28 12:41:00.214924+00
1159,TNM,UPCOM,listed,2026-08-28 12:41:00.214924+00
1518,TNV,UPCOM,listed,2026-08-28 12:41:00.214924+00
1130,TNY,UPCOM,listed,2026-08-28 12:41:00.214924+00
141,TPH,HNX,listed,2026-08-28 12:41:00.214924+00
1224,TQN,UPCOM,listed,2026-08-28 12:41:00.214924+00
1506,TRH,UPCOM,listed,2026-08-28 12:41:00.214924+00
996,TS4,UPCOM,listed,2026-08-28 12:41:00.214924+00
1774,TS5,UPCOM,listed,2026-08-28 12:41:00.214924+00
1939,TTJ,UPCOM,listed,2026-08-28 12:41:00.214924+00
986,TTP,UPCOM,listed,2026-08-28 12:41:00.214924+00
1157,TTR,UPCOM,listed,2026-08-28 12:41:00.214924+00
